name,salary_from,salary_to,salary_currency,area_name,published_at
Специалист технической поддержки,,,,Санкт-Петербург,2022-12-20T11:57:31+0300
Дизайнер,55000,70000,RUR,Щелково,2022-12-20T11:38:25+0300
Консультант технической поддержки,,,,Минск,2022-12-20T10:15:54+0300
Специалист по информационной системе (1С:Медицина),40000,50000,RUR,Тюмень,2022-12-20T11:41:50+0300
Разработчик интеграционных решений,,,,Краснодар,2022-12-20T10:29:42+0300
Senior Java разработчик,,,,Москва,2022-12-20T11:22:32+0300
Game Data Analyst,,,,Минск,2022-12-20T11:43:15+0300
Групповой инженер комплекса механизации,97400,,RUR,Мурманск,2022-12-20T10:02:38+0300
Шлифовщик на мебельное производство,50000,,RUR,Щелково,2022-12-20T10:24:57+0300
Мастер по ремонту оборудования,42900,,RUR,Омск,2022-12-20T11:48:02+0300
Ведущий специалист по информатизации и развитию бизнес-процессов/аналитик,,,,Москва,2022-12-20T11:18:56+0300
Главный механик,,,,Троицк (Московская область),2022-12-20T10:28:33+0300
Токарь,105000,,RUR,Волгоград,2022-12-20T10:28:46+0300
Продукт-менеджер по сетевому оборудованию,,,,Москва,2022-12-20T11:34:32+0300
Токарь карусельщик/универсал на производство в г. Ступино,100000,,RUR,Саранск,2022-12-20T10:27:47+0300
Консультант-аналитик 1С,100000,,RUR,Химки,2022-12-20T10:34:12+0300
Фрезеровщик,55000,59000,RUR,Торжок,2022-12-20T10:26:35+0300
Traffic Manager,,,,Москва,2022-12-20T11:44:13+0300
Механик в цех ЖБИ ремонт цехового оборудования,50000,,RUR,Липецк,2022-12-20T10:39:00+0300
Консультант (внедрение и сопровождение ПО),,,,Санкт-Петербург,2022-12-20T10:59:22+0300
Стажер ВТБ Юниор в Отдел портфельного анализа,,,,Москва,2022-12-20T10:47:51+0300
Разработчик,,,,Ростов-на-Дону,2022-12-20T11:08:18+0300
Программист Битрикс,90000,,RUR,Санкт-Петербург,2022-12-20T11:51:55+0300
Администратор проектов,,,,Волгоград,2022-12-20T11:50:07+0300
Ученик мастера по ремонту бытовой техники,70000,,RUR,Ростов-на-Дону,2022-12-20T10:41:46+0300
Инженер внедрения / технический консультант (карточный процессинг),,,,Москва,2022-12-20T10:38:30+0300
Главный механик,,,,Пушкино (Московская область),2022-12-20T11:55:21+0300
Менеджер по планированию и аналитике,,,,Белгород,2022-12-20T11:54:13+0300
Инженер слаботочных систем,70000,,RUR,Дрожжино,2022-12-20T10:58:57+0300
Инженер-программист C|C++,,,,Санкт-Петербург,2022-12-20T11:40:24+0300
Инженер (сервисное обслуживание ДГУ),75000,90000,RUR,Санкт-Петербург,2022-12-20T10:59:26+0300
Оператор станков с программным управлением,47000,52000,RUR,Набережные Челны,2022-12-20T10:04:32+0300
Фрезеровщик,55000,59000,RUR,Тверь,2022-12-20T10:26:31+0300
Старший эксперт Направления разработки розничных продуктов и процессов (FH),,,,Астана,2022-12-20T11:51:51+0300
Разработчик Java (Middle/Senior),,,,Новосибирск,2022-12-20T11:33:56+0300
Фрезеровщик 2-5 разряда,25000,,RUR,Махачкала,2022-12-20T11:08:00+0300
Ведущий сетевой инженер,,130000,RUR,Москва,2022-12-20T11:58:43+0300
Инженер-механик по ремонту производственного оборудования,,84000,RUR,Москва,2022-12-20T10:55:11+0300
Токарь,105000,,RUR,Грязи,2022-12-20T10:28:22+0300
Токарь,105000,,RUR,Самара,2022-12-20T10:28:37+0300
Team Lead разработки,,,,Москва,2022-12-20T10:00:56+0300
Инженер по автоматизации тестирования/QA Automation Engineer (Web),,,,Минск,2022-12-20T11:41:28+0300
Администратор баз данных/DBA MS SQL,,,,Санкт-Петербург,2022-12-20T11:51:40+0300
Токарь16к20,90000,150000,RUR,Псков,2022-12-20T10:18:46+0300
Специалист по работе с навигационными системами/Наладчик Глонасс,120000,,RUR,Иркутск,2022-12-20T10:22:21+0300
"Шеф-редактор Sputnik International (Английский, Хинди, Французский)",,,,Москва,2022-12-20T11:23:01+0300
DevOps инженер в команду эксплуатации контента,,,,Москва,2022-12-20T10:30:16+0300
Токарь-расточник,120000,,RUR,Воронеж,2022-12-20T10:27:53+0300
"Токарь 6 разряда (цех ""Пруды"")",,,,Светогорск,2022-12-20T10:19:59+0300
Middle frontend developer,,,,Санкт-Петербург,2022-12-20T10:44:19+0300
Токарь карусельщик/универсал на производство в г. Ступино,100000,,RUR,Москва,2022-12-20T10:26:25+0300
Инженер-механик,,,,Тула,2022-12-20T10:06:41+0300
Специалист группы поддержки ПО,,,,Москва,2022-12-20T10:46:41+0300
Разработчик EDWH (Python/SQL),,,,Москва,2022-12-20T10:54:12+0300
Сервисный инженер (г. Зеленодольск),40000,,RUR,Зеленодольск (Республика Татарстан),2022-12-20T10:10:38+0300
Senior Developer С++ (KICS),,,,Москва,2022-12-20T11:17:15+0300
Ведущий ГИС разработчик,,,,Москва,2022-12-20T11:13:00+0300
Токарь карусельщик/универсал на производство в г. Ступино,100000,,RUR,Самара,2022-12-20T10:26:59+0300
Мастер по заправке картриджей и ремонту офисной технике,40000,,RUR,Иркутск,2022-12-20T11:32:05+0300
Координатор (Ассистент менеджера),,35000,RUR,Краснодар,2022-12-20T10:10:54+0300
Web-разработчик,,,,Москва,2022-12-20T10:00:05+0300
Специалист технической поддержки (английский),40000,70000,RUR,Йошкар-Ола,2022-12-20T10:17:07+0300
Разработчик Oracle,,,,Москва,2022-12-20T11:38:08+0300
Аналитик SOC,,,,Москва,2022-12-20T11:05:46+0300
Специалист технической поддержки,40000,47500,RUR,Обнинск,2022-12-20T10:25:35+0300
Старший механик,110000,110000,RUR,Москва,2022-12-20T11:30:50+0300
Фрезеровщик - универсал,110000,140000,RUR,Саратов,2022-12-20T10:05:33+0300
Аналитик BI (отчетность DWH),,,,Москва,2022-12-20T11:15:58+0300
Заведующий гаражом,,,,Каменск-Шахтинский,2022-12-20T11:02:35+0300
Менеджер по продажам,125000,,RUR,Москва,2022-12-20T10:31:39+0300
Разработчик Oracle PL/SQL,,,,Екатеринбург,2022-12-20T10:35:38+0300
Токарь,105000,,RUR,Воронеж,2022-12-20T10:28:32+0300
Токарь карусельщик/универсал на производство в г. Ступино,100000,,RUR,Ульяновск,2022-12-20T10:27:20+0300
Сервис-менеджер в IT,,,,Санкт-Петербург,2022-12-20T10:08:47+0300
Фрезеровщик,,105000,RUR,Омск,2022-12-20T10:45:30+0300
Начальник управления технической поддержки,,,,Москва,2022-12-20T11:04:22+0300
Cyber security engineer,,,,Москва,2022-12-20T11:15:31+0300
Backend-Developer (node.js + strapi),,,,Минск,2022-12-20T10:17:38+0300
Токарь-расточник,120000,,RUR,Грязи,2022-12-20T10:27:50+0300
Начальник отдела тестирования (QA Lead),,,,Ульяновск,2022-12-20T10:03:55+0300
Наладчик станков с ПУ (ЧПУ),,,,Москва,2022-12-20T11:38:11+0300
Администратор по сопровождению АС,,,,Санкт-Петербург,2022-12-20T11:37:08+0300
Ведущий специалист отдела планирования и анализа угольной продукции,,,,Москва,2022-12-20T11:51:17+0300
Аналитик (EDWH),,,,Москва,2022-12-20T10:54:12+0300
Дизайнер,,,,Москва,2022-12-20T11:21:05+0300
Инженер-механик по ремонту производственного оборудования,,84000,RUR,Видное,2022-12-20T10:55:11+0300
Слесарь по ремонту гидравлического оборудования,60000,,RUR,Новокузнецк,2022-12-20T11:57:00+0300
Руководитель программ по управлению данными,,,,Санкт-Петербург,2022-12-20T11:54:08+0300
Data engineer,,,,Новосибирск,2022-12-20T10:53:13+0300
Оператор станков с ЧПУ,50000,,RUR,Иваново (Ивановская область),2022-12-20T10:25:40+0300
"EE Category Insights manager, Chocolate",,,,Москва,2022-12-20T10:48:36+0300
Фрезеровщик,40000,,RUR,Екатеринбург,2022-12-20T11:38:08+0300
